text,label
Analysts give 'Strong Buy' rating to Reliance,1
Weak demand for Airtel products globally,0
TCS faces labor strike in major plant,0
Weak demand for Tata Motors products globally,0
"Reliance launches new AI product, stock bullish",1
SBI ने किया धमाकेदार डिविडेंड का ऐलान,1
गिरावट के बीच TCS ने बाजार को संभाला,1
अडानी reports zero debt status,1
Analysts give 'Strong Buy' rating to अडानी,1
ICICI Bank shares fall due to tech selloff,0
ICICI Bank announces bonus issue,1
रिलायंस announces bonus issue,1
टाटा reports disappointing loss,0
Airtel reports zero debt status,1
ICICI Bank stock upgrade by Morgan Stanley,1
रिलायंस के शेयर रॉकेट बन गए,1
Infosys audit shows accounting irregularities,0
Airtel reports disappointing loss,0
इन्फोसिस to enter 1 trillion club soon,1
TCS audit shows accounting irregularities,0
अडानी business expansion in Middle East,1
"एसबीआई के शेयर धड़ाम, 5% की गिरावट",0
Reliance profit falls below market expectation,0
SEBI ने ITC पर लगाया 408 करोड़ का जुर्माना,0
टाटा audit shows accounting irregularities,0
Reliance का मुनाफा 251% बढ़ा,1
TCS के मुनाफे में 46% की गिरावट,0
RBI action against Infosys creates panic,0
Default risk warning for टाटा bonds,0
Tata Motors rating downgraded to Sell,0
Airtel faces labor strike in major plant,0
ICICI Bank announces bonus issue,1
Airtel factory fire causes major loss,0
Tata Motors ke shares me breakout ki tayari,1
रिलायंस profit falls below market expectation,0
Record production achieved by SBI in Q4,1
अडानी reports zero debt status,1
इन्फोसिस business expansion in Middle East,1
RBI action against इन्फोसिस creates panic,0
ICICI Bank to shut down 320 non-profitable stores,0
Reliance miss key ESG targets,0
HDFC Bank rating downgraded to Sell,0
अडानी को मिला 443 करोड़ का बड़ा प्रोजेक्ट,1
रिलायंस announces bonus issue,1
Bull run continues for TCS stocks,1
अडानी business expansion in Middle East,1
Infosys stock crash worries retail investors,0
टाटा ke results bhot acche rahe,1
रिलायंस signs strategic partnership with Apple,1
एसबीआई stock breaks critical support level,0
रिलायंस management predicts strong growth next year,1
HDFC Bank ने किया धमाकेदार डिविडेंड का ऐलान,1
एसबीआई to shut down 20 non-profitable stores,0
अडानी to shut down 245 non-profitable stores,0
HDFC Bank के शेयर रॉकेट बन गए,1
टाटा margin pressure increases due to inflation,0
HDFC Bank stock price hits multi-year low,0
Bull run continues for अडानी stocks,1
ITC audit shows accounting irregularities,0
SBI factory fire causes major loss,0
रिलायंस के शेयर रॉकेट बन गए,1
HDFC Bank miss key ESG targets,0
Tata Motors management predicts strong growth next year,1
टाटा announces bonus issue,1
ICICI Bank stock crash worries retail investors,0
एसबीआई factory fire causes major loss,0
Tata Motors announces bonus issue,1
RBI action against ICICI Bank creates panic,0
Infosys margin pressure increases due to inflation,0
"अडानी launches new AI product, stock bullish",1
Tata Motors audit shows accounting irregularities,0
L&T audit shows accounting irregularities,0
SBI board approves buyback,1
टाटा stock crash worries retail investors,0
अडानी net profit jumps to 433 crore,1
Panic selling in रिलायंस after policy change,0
Weak demand for एसबीआई products globally,0
L&T audit shows accounting irregularities,0
HDFC Bank signs strategic partnership with Apple,1
SBI fraud investigation,0
Reliance factory fire causes major loss,0
Analysts give 'Strong Buy' rating to L&T,1
FIIs increase stake in इन्फोसिस,1
ITC to shut down 100 non-profitable stores,0
Major recovery seen in Infosys shares today,1
SEBI ने इन्फोसिस पर लगाया 405 करोड़ का जुर्माना,0
Breaking: Govt approves tax holiday for L&T,1
Infosys stock breaks critical support level,0
एसबीआई to shut down 493 non-profitable stores,0
"एसबीआई launches new AI product, stock bullish",1
SBI faces labor strike in major plant,0
FIIs increase stake in Airtel,1
HDFC Bank ke results bhot acche rahe,1
रिलायंस ke results bhot acche rahe,1
Huge delivery volume seen in ICICI Bank counter,1
Default risk warning for ITC bonds,0
HDFC Bank stock upgrade by Morgan Stanley,1
Tata Motors board approves buyback,1
HDFC Bank factory fire causes major loss,0
SBI board approves buyback,1
Breaking: Govt approves tax holiday for इन्फोसिस,1
ICICI Bank announces bonus issue,1
Airtel के शेयर रॉकेट बन गए,1
Breaking: Govt approves tax holiday for Reliance,1
ITC business expansion in Middle East,1
"Airtel के शेयर धड़ाम, 5% की गिरावट",0
Analysts give 'Strong Buy' rating to अडानी,1
Infosys fraud investigation,0
SBI to shut down 487 non-profitable stores,0
ICICI Bank margin pressure increases due to inflation,0
टाटा के शेयर रॉकेट बन गए,1
रिलायंस का मुनाफा 398% बढ़ा,1
Major recovery seen in Reliance shares today,1
HDFC Bank signs strategic partnership with Apple,1
एसबीआई stock upgrade by Morgan Stanley,1
Heavy selloff in टाटा as promoters exit,0
Breaking: Govt approves tax holiday for ICICI Bank,1
Infosys ke shares me breakout ki tayari,1
Breaking: Govt approves tax holiday for HDFC Bank,1
रिलायंस stock touches 52-week high,1
इन्फोसिस rating downgraded to Sell,0
टाटा board approves buyback,1
FIIs increase stake in ITC,1
FIIs increase stake in Infosys,1
एसबीआई management predicts strong growth next year,1
Reliance stock price hits multi-year low,0
इन्फोसिस wins major order in USA,1
टाटा fraud investigation,0
टाटा profit falls below market expectation,0
Heavy selloff in Infosys as promoters exit,0
ICICI Bank fraud investigation,0
इन्फोसिस rating downgraded to Sell,0
Heavy selloff in रिलायंस as promoters exit,0
अडानी stock crash worries retail investors,0
HDFC Bank business expansion in Middle East,1
Institutional selling seen in अडानी,0
इन्फोसिस announces bonus issue,1
L&T audit shows accounting irregularities,0
Tata Motors lower circuit locked,0
Bull run continues for एसबीआई stocks,1
रिलायंस reports disappointing loss,0
ITC management predicts strong growth next year,1
L&T stock breaks critical support level,0
TCS ke shares me breakout ki tayari,1
Infosys stock breaks critical support level,0
RBI action against L&T creates panic,0
"एसबीआई launches new AI product, stock bullish",1
इन्फोसिस के सीईओ ने दिया इस्तीफा,0
Analysts give 'Strong Buy' rating to ICICI Bank,1
SBI fraud investigation,0
Institutional selling seen in एसबीआई,0
Infosys stock touches 52-week high,1
इन्फोसिस management predicts strong growth next year,1
SBI के शेयर रॉकेट बन गए,1
"L&T launches new AI product, stock bullish",1
Infosys faces labor strike in major plant,0
Breaking: Govt approves tax holiday for एसबीआई,1
Weak demand for Airtel products globally,0
ITC को मिला 472 करोड़ का बड़ा प्रोजेक्ट,1
L&T business expansion in Middle East,1
Tata Motors reports disappointing loss,0
Analysts give 'Strong Buy' rating to एसबीआई,1
Breaking: Govt approves tax holiday for L&T,1
Reliance ke results bhot acche rahe,1
"HDFC Bank launches new AI product, stock bullish",1
अडानी के शेयर रॉकेट बन गए,1
TCS business expansion in Middle East,1
HDFC Bank rating downgraded to Sell,0
अडानी stock breaks critical support level,0
Major recovery seen in अडानी shares today,1
अडानी के सीईओ ने दिया इस्तीफा,0
Reliance signs strategic partnership with Apple,1
SBI ke results bhot acche rahe,1
रिलायंस stock price hits multi-year low,0
HDFC Bank faces labor strike in major plant,0
